feature,lasso_importance,rf_importance,perm_importance_mean,lasso_n,rf_n,perm_n,combined_score
param_922,0.0,0.001004634167487642,0.003806015491003545,0.0,0.04977755081235952,0.5324262310616773,0.18461664472468295
param_1010,0.0,0.0020217933833548436,0.0011103468117064307,0.0,0.1001756919374096,0.4459041567849104,0.1838590930041779
param_2078,0.0,0.0019374180612376183,0.0013006615784736165,0.0,0.09599506876141052,0.4520126331390926,0.18360132432243303
param_372,0.0,0.002400489523716138,0.00010470655589376321,0.0,0.11893930458301541,0.4136264211798738,0.18355757864546984
param_1276,0.0,0.001788268739910605,0.0015581217171920514,0.0,0.08860502752923666,0.4602762544871403,0.1823853901107604
param_55,0.0,0.001326176890424525,0.00269916332068485,0.0,0.06570932951082989,0.49689992679839307,0.18192464279493287
param_1586,0.0,0.002589671206760431,-0.0006247494448277547,0.0,0.1283128667664067,0.3902132893062204,0.18122042017506945
param_145,0.0,0.0021276073641680305,0.0005617401179121683,0.0,0.10541855643181397,0.4282956912217109,0.18119798558242026
param_683,0.0,0.0022403922728309543,0.0002375120724059432,0.0,0.11100681602274122,0.41788904026666285,0.18087012009136946
param_978,0.0,0.004678412668571008,-0.006135491853352426,0.0,0.23180569790231081,0.2133366324483662,0.17990383868566528
param_2005,0.0,0.001485493382024416,0.0019607736102328576,0.0,0.07360313305893386,0.47320005230581047,0.17876158222121005
param_117,0.0,0.0023534664459647437,-0.00028674775915065175,0.0,0.11660940807155482,0.40106202868522006,0.1786233126413434
param_571,0.0,0.0018185431850137157,0.0010821936083485362,0.0,0.09010506383917494,0.4450005318065263,0.17855269146154537
param_333,0.0,0.0030214043835931972,-0.0020622075540306373,0.0,0.14970435517349276,0.3440756247447795,0.17807486501018022
param_1582,0.0,0.001272260897068032,0.0024116322250255172,0.0,0.06303790324865802,0.4876711269067077,0.17782028969634134
param_258,0.0,0.003097256642933887,-0.0024731278380310862,0.0,0.1534626781688232,0.33088643884549923,0.17599727073806137
param_2221,0.0,0.001996326897078338,0.0003527367111974433,0.0,0.09891388007029868,0.42158737116044,0.17593315138328133
param_388,0.0,0.001887484464650027,0.000595808127536146,0.0,0.09352096204493429,0.429389161974176,0.17557722961471994
param_2254,0.0,0.0015542774943720342,0.0014380496244814412,0.0,0.07701124394971613,0.4564223363094868,0.1754323228677041
param_530,0.0,0.0012789955357319052,0.0021410934741578737,0.0,0.06337159070339805,0.4789877252419982,0.17538211292429848
param_1695,0.0,0.002424274801249701,-0.0008356136103490064,0.0,0.12011781602462189,0.38344524502405164,0.17509248151952644
param_2471,0.0,0.0016429306657589921,0.0011530989459141773,0.0,0.08140382573341841,0.4472763592962285,0.17488482065557776
param_65,0.0,0.00197781121210822,0.00026013956731352206,0.0,0.09799646607100125,0.41861530822760573,0.17458282550378235
param_2285,0.0,0.001337804657160729,0.0018848987393797144,0.0,0.06628546136885052,0.47076471918712487,0.1743721464405627
param_1003,0.0,0.0020836233931653225,-6.48721288423193e-05,0.0,0.10323924139120386,0.4081835046711887,0.17407467209695854
param_2142,0.0,0.0017364971339874776,0.0008008045962583533,0.0,0.08603985124131429,0.43596887254078853,0.1738105873828937
param_695,0.0,0.0014196634288822744,0.0015823261106164166,0.0,0.0703413946634512,0.46105313568985296,0.17348663803868147
param_1344,0.0,0.0016908866591326891,0.0008552124305005737,0.0,0.08377994628970611,0.4377151845826567,0.17320452851965007
param_1401,0.0,0.0031896541028004,-0.003020377768352156,0.0,0.15804078172361283,0.31332152091517657,0.1730168471363594
param_210,0.0,0.0011286111756507186,0.002282047216606875,0.0,0.055920355848380524,0.4835118755084696,0.17301374057673113
param_2182,0.0,0.0016165614876867053,0.0009539915050778225,0.0,0.08009728734974397,0.44088566710270866,0.17231434380568458
param_620,0.0,0.0020410463165504546,-0.00016067074389749524,0.0,0.10112963506561133,0.40510868507222497,0.17209742305447315
param_1016,0.0,0.0013345248563792814,0.0015970892764971766,0.0,0.06612295400513901,0.461526984625631,0.1715195723902588
param_97,0.0,0.0015279224268084327,0.0010977797882526508,0.0,0.07570540471264232,0.44550079677814974,0.17150294138976607
param_403,0.0,0.0015630920858457512,0.0009167326942177923,0.0,0.07744798877601483,0.43968978215384463,0.1706309290341608
param_893,0.0,0.0016203551555548023,0.0007687970066184268,0.0,0.08028525576768226,0.4349415344745362,0.17062508822620198
param_1627,0.0,0.0011733893581736704,0.0019165775503133808,0.0,0.05813902243165573,0.47178150454122,0.17060396257819385
param_2260,0.0,0.0012628526030704706,0.0016779581067187799,0.0,0.06257174168689032,0.46412260736994143,0.1705226530544276
param_1403,0.0,0.001868553777225498,0.00010289931658149509,0.0,0.09258298553001651,0.41356841475823425,0.1703620171924785
param_2460,0.0,0.0014564434938118904,0.0011484622781835706,0.0,0.07216377101711863,0.44712753755382917,0.17022014677470806
param_717,0.0,0.002475144269008207,-0.0014802271207505768,0.0,0.1226382932272628,0.3627552772787148,0.17014572979724585
param_1101,0.0,0.0015543588362331644,0.0007807045478615881,0.0,0.07701527427115712,0.4353237272773116,0.16910475531877203
param_1097,0.0,0.0013616505319123224,0.0012307567462261915,0.0,0.0674669752776209,0.44976891857043366,0.16866416320994054
param_2014,0.0,0.0013928758004159694,0.0010520522616897176,0.0,0.0690141229258607,0.44403309398508894,0.16771698965845705
param_594,0.0,0.002259768913862539,-0.0012221266398909636,0.0,0.11196688861905219,0.3710394514976428,0.16729527975881892
param_1425,0.0,0.0021345535846463335,-0.0009414341038906038,0.0,0.10576272732904442,0.38004875617787875,0.16689599051788584
param_2159,0.0,0.0015978467170383818,0.0004188472123889175,0.0,0.07917000906573116,0.4237093002159255,0.16669779459764322
param_2046,0.0,0.0015423152071482153,0.000412341738674149,0.0,0.07641853729152553,0.423500495964766,0.16525941743519257
param_201,0.0,0.0008152870523112242,0.0022591215426792876,0.0,0.04039579180804637,0.4827760369843803,0.16503070699933728
param_1594,0.0,0.0009636295687837593,0.00186211549394959,0.0,0.0477458575238192,0.47003345214807424,0.16488296440633188
param_1085,0.0,0.0013693902079878629,0.0008064733716940831,0.0,0.06785046026309066,0.436150821536626,0.16477047659253313
param_1445,0.0,0.0017519339613076108,-0.0002453322812953518,0.0,0.08680471419459325,0.4023913289359239,0.16411975577807378
param_2162,0.0,0.0014767410488702405,0.0004413958813542118,0.0,0.07316947300395267,0.42443303812408945,0.16391464793920316
param_555,0.0,0.0014166576710365102,0.0005631946453999559,0.0,0.07019246556195415,0.42834237675703,0.16359894580808607
param_1366,0.0,0.0016812635132274038,-0.00012333383101956752,0.0,0.08330313925907028,0.40630707683828265,0.16354369268101993
param_2177,0.0,0.0016005416050875446,7.325811024825324e-05,0.0,0.07930353521001539,0.4126170297917826,0.16343687654254246
param_881,0.0,0.001891367203281636,-0.0007134847842030778,0.0,0.09371334373548475,0.3873651775618618,0.1630662251363009
param_142,0.0,0.0009292325172859443,0.0017405047539749807,0.0,0.04604155457042707,0.46613014846771267,0.16285982182552733
param_1580,0.0,0.0010803694405148577,0.0013475510854500828,0.0,0.05353007737715658,0.45351763167121073,0.16282032818994152
param_84,0.0,0.0012613465153507265,0.0008787220535626972,0.0,0.062497118146875835,0.43846976594809745,0.16278948885786715
param_1511,0.0,0.0014086297509462752,0.00046689841619460546,0.0,0.06979469868009648,0.4252515853849797,0.16247282495554213
param_163,0.0,0.0010619218281596994,0.0013400390256824491,0.0,0.052616036235521906,0.45327651932748,0.16229097391600494
param_902,0.0,0.0018557050538956584,-0.000723602985910543,0.0,0.0919463577911606,0.38704041665693156,0.16208530389265977
param_897,0.0,0.001543302460046663,5.8784615561746634e-05,0.0,0.07646745363630807,0.412152478346003,0.16187947032195493
param_810,0.0,0.0011087474031717236,0.0011500579865018957,0.0,0.0549361468936214,0.44717875452819345,0.16162169980526875
param_2035,0.0,0.001331606451591178,0.0005393246056965894,0.0,0.06597835306747217,0.42757622720606125,0.16126204469555447
param_129,0.0,0.0005807716730698982,0.002429892004802858,0.0,0.028776038484647222,0.48825720561671604,0.16086518092733842
param_1683,0.0,0.0019018803330855209,-0.0009769031280503437,0.0,0.0942342476325904,0.37891031747936865,0.1607902190601058
param_96,0.0,0.00133185233363354,0.00047822996911706106,0.0,0.065990536015508,0.4256152908622728,0.16067985526643586
param_982,0.0,0.0015597195511187012,-0.00010899756739621847,0.0,0.07728088663657437,0.40676722361952367,0.16067061040414427
param_1504,0.0,0.002304376678132823,-0.0020337619882482283,0.0,0.11417711132941716,0.34498863359277787,0.16058514574254196
param_2176,0.0,0.0010234303843940974,0.0012501577991793189,0.0,0.05070886459046942,0.4503916283854602,0.16047192081087278
param_502,0.0,0.001079849591592695,0.0011025975276295562,0.0,0.05350431993531841,0.4456554303232201,0.16044878906462523
param_2099,0.0,0.001597358086162677,-0.00023819682884833603,0.0,0.07914579841370376,0.40262035342671554,0.16035900523486651
param_1842,0.0,0.0013890031749989168,0.00025844842196594,0.0,0.06882224232423172,0.4185610280393541,0.15997942957392208
param_833,0.0,0.0008237114547546561,0.0016885271413568548,0.0,0.04081320357270931,0.46446183852509504,0.15974515334388315
param_1515,0.0,0.001305935703967823,0.0003967487475275311,0.0,0.06470642047194006,0.42300001237472173,0.15925321394838654
param_1759,0.0,0.0005772747608984189,0.0022697983292358616,0.0,0.028602773699379695,0.48311872662075134,0.15923700483591524
param_1173,0.0,0.0013576711110218865,0.00025739426459223667,0.0,0.06726980318056511,0.41852719306427444,0.15919305950956486
param_1925,0.0,0.0011120107655662737,0.0008615281959594601,0.0,0.055097839769168405,0.43791789982446117,0.15892428983192253
param_304,0.0,0.001251147037791407,0.0005003478694763919,0.0,0.06199175507154046,0.42632520251886225,0.1588934382914289
param_1480,0.0,0.0010125733896911467,0.0011077079691873548,0.0,0.05017092289688045,0.4458194586429638,0.15883129904132937
param_89,0.0,0.0016114092372941854,-0.00043684274303306124,0.0,0.07984200396997099,0.3962444747165958,0.15879434439996423
param_314,0.0,0.0017299989472846394,-0.0007621368478209379,0.0,0.08571787949353107,0.3858036067744755,0.1586000217791082
param_1891,0.0,0.0009129111672489175,0.0013349768418768448,0.0,0.04523286534096743,0.4531140399224274,0.1585506446472119
param_527,0.0,0.0011963101157490797,0.0005961886469799893,0.0,0.05927469869251887,0.4294013753933683,0.15845776196426994
param_1751,0.0,0.0012301076859591062,0.00048783783193930843,0.0,0.06094929858460802,0.4259236715720877,0.1582517507639303
param_2135,0.0,0.0007266980465137393,0.001782581860331134,0.0,0.03600638929695274,0.46748068481123983,0.1582474000918483
param_1788,0.0,0.0018949489376473986,-0.0012253992481585873,0.0,0.09389081128552237,0.3709344115653303,0.15822572911236027
param_366,0.0,0.0012753126095986268,0.00036595564305168525,0.0,0.063189109310001,0.4220116552768583,0.15819805123805797
param_278,0.0,0.000901068299775004,0.001314409085710544,0.0,0.04464607568506612,0.45245388278205095,0.15805920267714835
param_1615,0.0,0.001970900675303847,-0.001455894869271046,0.0,0.09765406322621188,0.3635362623033217,0.15788791030410246
param_1435,0.0,0.002178591393766351,-0.0020051537833634782,0.0,0.10794470993731921,0.34590686261957676,0.15774441375453263
param_1846,0.0,0.0007943353306797065,0.001552733496114067,0.0,0.03935767721681422,0.46010331036091684,0.15770983171668215
param_882,0.0,0.001409875977183792,-3.804408966125994e-05,0.0,0.0698564466196642,0.4090445962498944,0.15764160218480042
param_1176,0.0,0.0017220526903092162,-0.0009146043689791883,0.0,0.08532415885057171,0.38090990218393644,0.15693505008046676
param_493,0.0,0.0009902809885426304,0.0009245813845741413,0.0,0.049066380400904254,0.4399416992292637,0.15651569996923123
param_407,0.0,0.001320749813610177,7.065744903744786e-05,0.0,0.06544042904872004,0.4125335571439093,0.1564802816675328
param_983,0.0,0.0009119130481250873,0.0011207535903096754,0.0,0.045183410597130186,0.44623818005646715,0.15646315931550525
param_908,0.0,0.0015316392376346739,-0.000476574894302928,0.0,0.07588956502268417,0.39496920369766503,0.15643554362064158
param_1357,0.0,0.0010223384839465216,0.0008009570065057759,0.0,0.050654763175476576,0.4359737644070811,0.1561195109098626
param_1826,0.0,0.0009137733612485518,0.00104436558624712,0.0,0.04527558527526375,0.4437863770540753,0.15577370575385446
param_854,0.0,0.0010338083210334236,0.0007059877984472385,0.0,0.05122306994512442,0.4329255660373211,0.15548920478375852
param_2374,0.0,0.0007576753663026911,0.001411795078226552,0.0,0.03754125159780538,0.45557965196232864,0.15544452138760126
param_484,0.0,0.001308050060899414,-5.069871384177915e-06,0.0,0.06481118249676839,0.4101029599074534,0.1554364792206202
param_1706,0.0,0.0009535204368271558,0.0008594116031590104,0.0,0.04724497088674903,0.4378499641761002,0.1549774746962046
param_1527,0.0,0.0009338002515422474,0.0008978451062616744,0.0,0.04626787638128991,0.43908355287181194,0.15485900405218855
param_1081,0.0,0.0011726160670750042,0.0002771729255618638,0.0,0.058100707452728766,0.41916202285127757,0.15479896058174766
param_391,0.0,0.0013808476367339645,-0.00026175835339745655,0.0,0.06841815222504563,0.4018641061947136,0.15476830797093688
param_640,0.0,0.0011792347470944257,0.00025690812772294347,0.0,0.05842864939581578,0.41851158967405194,0.15476780160012346
param_927,0.0,0.0011846449115260648,0.0002328440685369637,0.0,0.058696711884246376,0.41773921273756853,0.15467011976339373
param_1331,0.0,0.0016883283120149647,-0.0010729519461397442,0.0,0.08365318546694149,0.3758274671881773,0.15457483288992394
param_390,0.0,0.0005818128378708554,0.0017597915470042968,0.0,0.02882762605299889,0.4667491909160147,0.15443857030130384
param_1954,0.0,0.0012222033590927545,0.0001109989484380458,0.0,0.06055765549206692,0.4138283862282035,0.1544273436144945
param_1025,0.0,0.0010455437560070817,0.0005539186378526129,0.0,0.05180453654223136,0.42804464750707927,0.15431566252323947
param_1937,0.0,0.0015623922900667876,-0.0007966562919913267,0.0,0.07741331533858561,0.3846956464619041,0.15411535160786402
param_236,0.0,0.003348366932819992,-0.005412652087790825,0.0,0.16590467508554232,0.23653740499376263,0.15391355904089996
param_2391,0.0,0.0005818725139810731,0.001698415171021983,0.0,0.02883058288117055,0.46477921166657477,0.1538490549405577
param_2404,0.0,0.0010839258223854934,0.0004042603693996005,0.0,0.053706288763353434,0.423241110663449,0.1538254775807114
param_1777,0.0,0.0011423414048942438,0.00025388895834939086,0.0,0.056600660387040695,0.41841468429439643,0.15382473548183928
param_1114,0.0,0.0011673777732402106,0.00018547559643586898,0.0,0.05784116079786675,0.41621884100457923,0.15378623270030714
param_691,0.0,0.0009099631032932809,0.0008176505710532078,0.0,0.04508679485272516,0.4365095727735949,0.15349626925844104
param_440,0.0,0.00043606456555874936,0.0020301796904866444,0.0,0.021606099784414443,0.4754277585803602,0.15343137746631527
param_1971,0.0,0.0010700822005909026,0.00039129722478286054,0.0,0.053020365857674626,0.42282503647376685,0.15335769387096734
param_1824,0.0,0.0011396910561365257,0.000200929004090189,0.0,0.05646934107277955,0.41671484442486784,0.15324912386385012
param_693,0.0,0.0013029027900196746,-0.00021950923309683735,0.0,0.0645561458415828,0.4032201636185552,0.15324412200635795
param_1113,0.0,0.0010152149930281883,0.0004885623170795661,0.0,0.050301808893585626,0.4259469251557344,0.15293498199351313
param_1571,0.0,0.0014095514741669808,-0.0005426991486397803,0.0,0.06984036816451024,0.3928468332115707,0.15277423404572632
param_1100,0.0,0.0014209059187000725,-0.0005788249642556309,0.0,0.0704029574711287,0.39168731367342097,0.15270767283759062
param_1232,0.0,0.0008409339292512307,0.0009124849227551523,0.0,0.04166654166045492,0.4395534426990652,0.15269930363994702
param_598,0.0,0.0004980148945527532,0.001791829822524127,0.0,0.024675610805578622,0.46777751389780975,0.15267105957213223
param_429,0.0,0.001213184014220975,-6.992852996774434e-05,0.0,0.06011076555722432,0.40802121087109855,0.15246174603994173
param_1843,0.0,0.0008921067150353877,0.000744993619718759,0.0,0.04420204764563455,0.4341775242587449,0.15235428110044075
param_533,0.0,0.001437772592937753,-0.000668423741380253,0.0,0.07123866638992972,0.3888114884249318,0.1522627797224444
param_528,0.0,0.0007858002848750563,0.0010013522254308516,0.0,0.03893478330181902,0.4424057900301503,0.1521891286599546
param_840,0.0,0.0007771565331378147,0.00101473594816901,0.0,0.03850650323208383,0.4428353633904612,0.15210386063318027
param_1017,0.0,0.0013447465756366932,-0.0004501900961454197,0.0,0.06662941911073851,0.3958160687013259,0.152059530165767
param_2275,0.0,0.00132520770504313,-0.00040666346765152463,0.0,0.06566130837425076,0.3972131299249433,0.15199459316460837
param_2319,0.0,0.0014988118917094995,-0.0008536474514825975,0.0,0.07426303774269756,0.3828664181993609,0.15199144433115705
param_2036,0.0,0.000850088364031947,0.0008146278477860313,0.0,0.0421201250216451,0.43641255332567486,0.151983828508525
param_2398,0.0,0.000694605038271645,0.0011947841178154839,0.0,0.034416246934497234,0.4486143158363568,0.15179241821815564
param_321,0.0,0.0012182012210019534,-0.00015705700379113895,0.0,0.06035935780459016,0.4052246742115062,0.15174708116574695
param_147,0.0,0.001137141313735736,5.14698601521868e-05,0.0,0.05634300659599072,0.4119176988214558,0.1517468129444321
param_1201,0.0,0.0005512582271211625,0.0015568381219444483,0.0,0.02731370811314999,0.46023505531299574,0.1517273706504737
param_744,0.0,0.001520151950295662,-0.0009436920988184605,0.0,0.07532039362903765,0.3799762819875731,0.15165308141079076
param_831,0.0,0.0005742374061604146,0.001487441734906092,0.0,0.028452279037044777,0.45800766015869304,0.1516284375661303
param_692,0.0,0.0007973504119505468,0.0009133459690686685,0.0,0.039507068274793035,0.43958107944599406,0.15162785797119474
param_1678,0.0,0.001344580006104054,-0.000516982138219002,0.0,0.06662116593396723,0.39367226443124986,0.15141226229635857
param_700,0.0,0.0008455595805042073,0.0007110453414300056,0.0,0.041895733139041706,0.4330878964872661,0.15087423551570067
param_1612,0.0,0.0006996961573275485,0.001083948229355447,0.0,0.03466850138263208,0.44505684935409934,0.15085130549754583
param_1884,0.0,0.0007009994082844603,0.0010758644504448522,0.0,0.03473307477942503,0.44479738671141217,0.15080575340313618
param_441,0.0,0.0011929015525316362,-0.00019531674674082565,0.0,0.05910581141569278,0.4039966626436432,0.15075190450093934
param_851,0.0,0.0007361550619029425,0.0009737186274844989,0.0,0.036474964903182173,0.4415188426718154,0.1506931352531357
param_1406,0.0,0.0011713038004874216,-0.00018437886349891296,0.0,0.05803568735003197,0.40434773262251544,0.1503221634617706
param_389,0.0,0.0007642461166793885,0.000837511474859176,0.0,0.037866818725956444,0.43714704228440726,0.15007752204830038
param_543,0.0,0.001094945925438593,-2.2073386904830626e-05,0.0,0.05425231213926041,0.40955720313691896,0.1499933170107059
param_2498,0.0,0.0016357860519677983,-0.0014136128627980193,0.0,0.08104982485674585,0.3648933752648389,0.1499929250078246
param_643,0.0,0.000502423132873975,0.0014940356903411888,0.0,0.024894029921838975,0.4582193043812619,0.14991280627529804
param_1485,0.0,0.0003269645586678686,0.0019453018218375862,0.0,0.016200419475710038,0.47270345892435706,0.14991124741516212
param_2421,0.0,0.0008344553344045729,0.0006394992410404754,0.0,0.04134554064873474,0.430791502624156,0.14991022111161417
param_189,0.0,0.0007151770479898895,0.0009335964128073249,0.0,0.035435547583631155,0.4402310519039411,0.1497870893629979
param_1906,0.0,0.0004990004252009811,0.0014810618017862208,0.0,0.024724441816415112,0.45780288534659624,0.14970308651218642
param_2489,0.0,0.0010884223765717281,-3.653989972902671e-05,0.0,0.053929083748562395,0.4090928757858933,0.14969240461004918
param_1947,0.0,0.0006841574217542607,0.0010032241070767167,0.0,0.03389858908560813,0.4424658712575076,0.14968905592005632
