feature,perm_importance_mean,perm_importance_std
param_1708,0.0008469164124974115,0.000369154394761785
param_2077,0.0008416793738220685,0.0006613920529470971
param_389,0.000837511474859176,0.00029296112347988615
param_547,0.0008341665739503678,0.0006918999585064971
param_1988,0.0008282543749438043,0.000514451653882521
param_275,0.000819104155232564,0.0009102201919666226
param_691,0.0008176505710532078,0.000919553730076661
param_2036,0.0008146278477860313,0.0009134184955222537
param_1084,0.0008093580912511333,0.0010071906391483723
param_1240,0.0008082317618934853,0.0008930608780604312
param_1085,0.0008064733716940831,0.0010671768983981746
param_1357,0.0008009570065057759,0.0009265604342131639
param_2142,0.0008008045962583533,0.0013884578345059854
param_264,0.0007973682905444201,0.0002988275474345903
param_2257,0.000792903562703029,0.0005360185548343792
param_133,0.0007923703068214883,0.000307207720860336
param_2227,0.0007848382378482955,0.0011464064119795143
param_122,0.0007836705608875061,0.0007104540834382747
param_1101,0.0007807045478615881,0.0011571822124114427
param_1265,0.000773313421130184,0.0006129993241902528
param_52,0.0007726563853202917,0.0005215527752807836
param_313,0.0007700974843141362,0.0005595258556213258
param_517,0.0007698897491105417,0.00038548255117523044
param_893,0.0007687970066184268,0.001425331325756647
param_1870,0.0007665286564258356,0.00029840424897932305
param_565,0.0007630567171021507,0.0007434057493824072
param_2407,0.0007567750636938486,0.0005060235387120808
param_25,0.0007538969931679019,0.00036231257726910106
param_1774,0.0007506280613349458,0.0006562592762338672
param_1843,0.000744993619718759,0.0013156666769535493
param_1771,0.0007301696413808401,0.00018379514116005874
param_2209,0.0007298730234362339,0.0005039292425789978
param_878,0.0007284010410788522,0.0008150567963217013
param_473,0.0007257017111065745,0.0006604581485417364
param_1477,0.0007159945334707762,0.000611699687791451
param_700,0.0007110453414300056,0.0007092014511215602
param_70,0.000707157813161774,0.00055230383818262
param_2105,0.0007066519492157974,0.00037201553196037734
param_854,0.0007059877984472385,0.0008168838808952424
param_1876,0.00070562816404105,0.0007137264607866051
param_235,0.0007019041782790447,0.0003585113924716542
param_1374,0.0006984465610670787,0.0005983848805060463
param_2261,0.0006973754347565642,0.0006198629857936214
param_2388,0.000695714994829344,0.0005729696089538355
param_1566,0.0006922084918625782,0.0006694847942445318
param_350,0.0006921957929975076,0.0005550558629064726
param_2376,0.0006917854070374929,0.0007364540738181715
param_94,0.0006889207574461542,0.0007677038963861146
param_1290,0.0006874792235939786,0.0005196515723900568
param_768,0.0006821642885391554,0.00041991408003153795
param_621,0.0006767731928481347,0.0007968432286620303
param_15,0.0006754290259588291,0.0005423743748156861
param_103,0.0006745804079011375,0.0006052855306662545
param_1465,0.0006636612262505004,0.0005763236046132577
param_39,0.000649442751099194,0.0007671459161109074
param_1452,0.0006474185493524187,0.001120859838610913
param_1942,0.0006454294628187585,0.0003135033267964268
param_2421,0.0006394992410404754,0.000634859978698391
param_929,0.0006334711006127814,0.0004709917856562566
param_2422,0.0006297647634465164,0.0003645486030587343
param_887,0.0006278963413392624,0.0007599337549016884
param_411,0.0006233190075122241,0.00040807171818486545
param_1296,0.0006221483775635805,0.0034146418405448017
param_1913,0.0006172461417487396,0.0006372374230152152
param_1531,0.0006169806141810286,0.0004724543107705754
param_1388,0.0006145522407955184,0.0004050685443249713
param_1150,0.0006091971924011786,0.0002406688644131905
param_478,0.000606550763134539,0.002388372077234093
param_850,0.0006024516734485008,0.0004499976486570147
param_765,0.0006003811773870327,0.0005309998280408976
param_527,0.0005961886469799893,0.000889745964422066
param_388,0.000595808127536146,0.0020754341933879946
param_44,0.0005950540733295817,0.0003127483003735716
param_1292,0.0005885476377084142,0.0017988018051428504
param_1185,0.0005819635550393442,0.00026169907464857324
param_1810,0.0005799583912534656,0.0004977499790458934
param_903,0.0005797193373326514,0.00034402732186312605
param_1807,0.0005795820459223444,0.0004623119756610254
param_1145,0.0005794458026993299,0.0003225355669357369
param_738,0.0005777733517852823,0.0006464403725559094
param_1803,0.0005702767024015731,0.0005201824630769933
param_1207,0.0005677886223033557,0.0005132614240439388
param_443,0.0005655674491210183,0.0005219345453780805
param_705,0.0005633735408354879,0.000623559197462399
param_555,0.0005631946453999559,0.0012564422553980766
param_2426,0.0005624915878032821,0.0008370982055427835
param_1203,0.0005620829746936007,0.0008509678510295966
param_145,0.0005617401179121683,0.0019948021236726433
param_479,0.0005591764667625787,0.0008236979924394835
param_1223,0.000558025329445333,0.0004767431441848183
param_1025,0.0005539186378526129,0.0008334839971291736
param_355,0.000548979816157824,0.0004732524300101567
param_560,0.0005485384954908579,0.0009145978494166325
param_1936,0.0005470106630897753,0.00042807156662499565
param_1680,0.0005467338900797091,0.0008273132210527327
param_1579,0.0005463504476070468,0.00034265264327100486
param_1879,0.0005455496999690723,0.0002272896612741474
param_1784,0.0005444581445942065,0.0003309548415030458
param_2410,0.0005399743166006665,0.00033589062811105247
param_2035,0.0005393246056965894,0.0016577126443085913
param_1920,0.0005372221548525901,0.0003955479765864202
param_1293,0.0005368303110569572,0.0006311602827577806
param_2349,0.000533255575200009,0.00026839357691086816
param_770,0.0005323662051734291,0.0011773711091677417
param_2378,0.0005321968883610806,0.0007912075366182499
param_1034,0.0005264028325417059,0.00032883371728293715
param_1793,0.0005260688545823733,0.000298755841331143
param_492,0.0005256083457048311,0.0001875892114053389
param_2115,0.0005195903264789026,0.00038542343273729866
param_2031,0.0005145083991562772,0.00026433079561036477
param_315,0.0005114792564318904,0.002092345674054662
param_2058,0.0005078988653605121,0.0008157619825055777
param_107,0.0005077915071825423,0.0003489808449187276
param_304,0.0005003478694763919,0.0013915110364810083
param_1588,0.0004977262920921932,0.000952715950504951
param_2168,0.0004930422524122458,0.0005732100555423811
param_1113,0.0004885623170795661,0.001035920709961705
param_1751,0.00048783783193930843,0.0005176442629530327
param_125,0.00048777765854446375,0.000531614749592662
param_1482,0.0004863177397534058,0.00036567718723303676
param_2141,0.00048545853536006154,0.00027120160431412906
param_1252,0.00048529134963009034,0.00034893759485876106
param_2102,0.0004826341487699226,0.00035874605245306805
param_437,0.00048168649854756217,0.00021840996177149147
param_96,0.00047822996911706106,0.0007666863588888771
param_415,0.0004726110274489992,0.00023343909329337118
param_101,0.00047217194479267646,0.0009807720317800838
param_2448,0.00047130647428008656,0.00038102458420742825
param_989,0.0004707180748456663,0.00022497420944577834
param_548,0.00046741336009541444,0.00047044766714871423
param_1511,0.00046689841619460546,0.001067105743563376
param_322,0.0004668116871183736,0.00031755314641880556
param_1650,0.0004664060434935058,0.0007860400135138726
param_1584,0.00046552973122095944,0.0003535836268694627
param_272,0.00046440655018353816,0.0002107142147512354
param_1583,0.0004641329180082421,0.0004081527599562801
param_665,0.000455609216338404,0.000305932312414949
param_556,0.00045509070421549945,0.0007780001887558018
param_2,0.0004550895825493395,0.00019326137725833215
param_1073,0.0004522095252635916,0.0008920759066279544
param_2151,0.0004468339656342746,0.00035202441077508993
param_2162,0.0004413958813542118,0.0014220336909881925
param_995,0.00043945613697058403,0.0014564287138433963
param_458,0.0004323329861113612,0.00020690023417850397
param_1094,0.0004284629906067927,0.0007070198365591201
param_1619,0.0004282393688783026,0.00048332147730077826
param_2446,0.0004257255022466211,0.000145547374634796
param_767,0.000424508270901347,0.00024338471163748318
param_139,0.0004241040322276346,0.00047304500323483455
param_1338,0.0004236641073448677,0.000139750409178552
param_1378,0.00042284948469049064,0.0007543692546980413
param_605,0.0004215033929234169,0.0005053696159322414
param_444,0.00041979931133169225,0.00014219321631849378
param_709,0.00041929878866351353,0.0005548409697002718
param_2159,0.0004188472123889175,0.0016654221176966887
param_1333,0.0004188036642975623,0.0002678902351120508
param_2368,0.0004170201104257254,0.0004206641290713003
param_1934,0.0004168600745227513,0.0006003722473507647
param_2333,0.0004145984898546562,0.0007289747092843703
param_404,0.0004143806163487529,0.0001926461455834864
param_2046,0.000412341738674149,0.0010527443825672528
param_1440,0.0004117877050998642,0.0009188073982866372
param_1592,0.000410376985523464,0.00024306213081483281
param_1974,0.00040652863767476344,0.000622419441025771
param_2214,0.0004055241614411731,0.00016614870364785772
param_2404,0.0004042603693996005,0.0012322510872871083
param_32,0.00040317533901776945,0.0002227372426059659
param_943,0.000401644123016931,0.0003727220621055459
param_1624,0.00040150843224271424,0.00023601221957665343
param_2050,0.00040052089020614634,0.0002625108030479513
param_1515,0.0003967487475275311,0.0010002897811155224
param_1503,0.00039652260070521805,0.0007274909052872596
param_784,0.00039630693003434025,0.000163760847438242
param_1362,0.0003950197969144087,0.0004963090084715281
param_778,0.00039243590162245655,0.0006732866592784398
param_1475,0.0003917697136958997,0.0006514771909700972
param_1971,0.00039129722478286054,0.0006759847101039091
param_1902,0.0003902205465585951,0.0001713829244018216
param_1727,0.00038677036290115654,0.00017915923828927142
param_1184,0.0003846618782390898,0.00024645712935074783
param_1770,0.00038401788517345993,0.00031798360604190783
param_1175,0.0003813238512992978,0.00044289652204419056
param_2042,0.0003810157498751909,0.00034501133192694133
param_1914,0.0003808069721114249,0.00025145443746413926
param_855,0.00037789380779520434,0.00023921788263258728
param_1051,0.00037785882909497915,0.0001219251461278829
param_102,0.0003776789920829415,0.00029076942811578086
param_619,0.0003772203136680918,0.00035820871577118836
param_228,0.00037707607494890104,0.0004462770332256734
param_135,0.000376466167792211,0.00030227866302059747
param_45,0.0003763245020300232,0.0003563753928817175
param_1337,0.0003757999460684225,0.00027007941931670793
param_2440,0.00037560239432268274,0.0002078488892091697
param_311,0.0003746116070695527,0.0004655290466512294
param_109,0.0003739346462208193,0.000356735955708396
param_1565,0.0003727366928433229,0.005462262671855492
param_644,0.0003711409808005328,0.00015825883647591115
param_1474,0.0003710415654568866,0.00033876382053468816
param_2139,0.0003709393933915894,0.00018927761910283303
param_1450,0.0003702242885362139,0.00036384508307485744
param_2356,0.00036899737572075874,0.0006978656284151777
param_1141,0.0003681304290650278,0.0005243728774931076
param_366,0.00036595564305168525,0.0012751177802018646
param_1043,0.0003633577521178433,0.00028259511939866973
param_1645,0.00036251775139861664,0.00045064122929251027
param_2034,0.0003618262360421731,0.0006918041479219997
param_1779,0.0003589925016771467,0.00017190393418191325
param_1964,0.0003581530916590969,0.0003433463283303286
param_2443,0.0003577578281998894,0.0003383848594383821
param_2330,0.000357028438446072,0.0005531078178522575
param_2104,0.0003559825277367201,0.00013425719392049987
param_751,0.0003551428058528039,0.00016264061843647778
param_2126,0.00035485136381954165,0.00036377108735794606
param_834,0.00035304528601858286,0.002628730757087898
param_758,0.00035300232713988413,0.00022386845837133772
param_1983,0.0003529005008986452,0.00025623524673547857
param_2221,0.0003527367111974433,0.0006522782058033743
param_1148,0.00035215546694216114,0.0003162267553230374
param_1227,0.00035095440866130814,0.0005013250745078897
param_616,0.0003504794460535976,0.00022502688258094908
param_1782,0.00035026029771341173,0.00044886720699662815
param_1209,0.00034943237891644775,0.00017995853515316581
param_1604,0.00034899278366291587,0.000883733777500793
param_171,0.0003459650975781159,0.00015107673990474467
param_1219,0.00034557395271868075,0.0006211161166599639
param_1736,0.0003420236668841392,0.00021584569977009285
param_1257,0.0003395610802646054,0.00017489693299479502
param_90,0.0003374963629999339,0.00025408497543398637
param_453,0.00033625261541327946,0.0002793969240273317
param_1407,0.0003361577317524844,0.000489571554020622
param_1681,0.0003354091650781932,0.00017219869326414692
param_62,0.00033473062139381947,0.00024574448101658805
param_1589,0.00033464845374182596,0.0002883946051196244
param_1873,0.0003332131437197239,0.00031511336282738045
param_1705,0.0003323405192827922,0.00014831293632967647
param_1124,0.00032981170460311127,0.0002674775160699483
param_307,0.0003286750219713364,8.438503414065177e-05
param_1059,0.0003255790645291023,0.000921451778070756
param_1006,0.00032516973197149746,0.0001349831445606192
param_1850,0.000323833481464586,0.0007595584467139517
param_1904,0.0003205434717878042,0.00019450142959243888
param_243,0.0003191071927379774,0.00059260938145789
param_1137,0.000316886444577813,0.0007245120250685965
param_1512,0.0003140489790469436,0.0001373551888601924
param_1889,0.0003115601898590059,0.00029066916800612287
param_508,0.0003115320624415219,0.0001406962356834476
param_1679,0.0003111522212863038,0.00044739289783513313
param_544,0.0003096711075668557,0.0012386733785969416
param_118,0.00030746395532477155,0.00016036259742591784
param_1461,0.00030715822169398167,0.00015961873282923695
param_1255,0.0003041505831445468,0.00034877474829087674
param_1618,0.0003007631189301474,0.00032324173199498903
param_1794,0.00029988823826960777,0.0009723680707021799
param_2190,0.0002932639101770329,0.0003993145945785595
param_2344,0.0002925233701473573,0.0005558773426334948
param_253,0.0002857994940066666,0.00015073956278100205
param_671,0.0002834365532041083,0.0002660250754385012
param_270,0.00028325433703793037,0.00010644815191219647
param_2474,0.0002816938223400012,0.000250706793411038
param_2355,0.0002797508825147066,0.0005530138467247815
param_1532,0.00027929687889474144,0.0004936542735447759
param_2286,0.00027916187916170453,9.771947037649019e-05
param_1081,0.0002771729255618638,0.00023888475182763959
param_763,0.00027517959590035447,0.00016043227836087283
param_155,0.0002733357872200193,0.0009760876625721593
param_861,0.000273230489157128,0.00017887134267614691
param_1787,0.000272524207549818,0.0001943144643389546
param_2154,0.00027028689114920733,0.00010237827987899899
param_916,0.00026888758692011905,0.000235489135177975
param_2478,0.00026672571451722413,0.00012803333624775433
param_358,0.00026435879520188,0.0005066267598443599
param_2137,0.0002637592035658276,0.00031829096155139573
param_50,0.0002619733468788965,0.0001496552618646
param_1649,0.00026181560206466336,0.00021500531184278173
param_2278,0.0002614959238206538,0.00016586480625176207
param_1180,0.00026084383924478426,0.00029148426297791717
param_2412,0.00026055326947835853,0.0002320682889731579
param_65,0.00026013956731352206,0.001695251192437009
param_1842,0.00025844842196594,0.0015567998957441017
param_2452,0.00025843784176673437,0.00011876390089611379
param_2341,0.0002575182683720367,0.0003647370360141382
param_2472,0.00025743140887324323,0.0001537889381090863
param_1173,0.00025739426459223667,0.0008979690794195966
param_640,0.00025690812772294347,0.0017313523008204129
param_160,0.00025597581601013444,0.00011138555417138495
param_1777,0.00025388895834939086,0.00122481561637876
param_1309,0.00025214107747268956,0.0007435229745950096
param_1520,0.0002518221122478348,6.091359606135683e-05
param_646,0.00024998559018294395,8.669783816223699e-05
param_348,0.0002488223823882141,0.00022236324205309556
param_1872,0.0002484785438963133,0.00015489124844911942
param_1841,0.00024762502215529557,0.00044502447145587155
param_969,0.0002475746015085267,0.00024735821675150063
param_536,0.00024755832028968696,0.00025604545253098474
param_2067,0.0002474346085343804,6.924236009054228e-05
param_1874,0.0002468936072324457,0.00019730286463531
param_890,0.00024565139349967956,0.0007060218797389074
param_924,0.0002456339030718624,0.0012961794195942553
param_2136,0.00024520045673723787,0.00017816709228102352
param_2320,0.00024337716493387783,0.0002311688564872423
param_1028,0.00024280440139143878,0.0004796965909189113
param_1766,0.00024277434642141493,0.00010643775955356765
param_1168,0.00024247051754726633,0.00011547798619686222
param_2337,0.00024198056950355262,0.00021804308586525624
param_2365,0.0002418819987845211,0.0002739743800198124
param_1297,0.0002403380130418853,0.0010220389521752016
param_164,0.00023993528610843917,0.0003674235170112542
param_2095,0.00023859109195671911,0.00035207501957776636
param_132,0.00023822456717683682,0.000340422702556414
param_791,0.00023773117010068568,0.00011877628471502593
param_683,0.0002375120724059432,0.0018048501725888158
param_99,0.0002374670225687492,0.0001812264999809805
param_2491,0.00023731883712003744,0.00030876130082469947
param_78,0.00023708799529233992,0.0004675202527103725
param_2434,0.00023421712314815047,0.0003891558162136114
param_927,0.0002328440685369637,0.0011780631281387247
param_775,0.00023280664408398266,0.00013614963056879825
param_783,0.00023236466053631056,0.00014195468158526684
param_1667,0.00023210193773206544,0.0001717571144453602
param_82,0.00022887434857759014,8.749377307509718e-05
param_225,0.00022711114996303293,0.00011727562585800952
param_958,0.0002242742105945883,0.001039404555595371
param_2225,0.00022323457901114453,0.00017403059444495364
param_1560,0.0002219842421129936,0.00034816063341053293
param_1982,0.00022099769036794116,9.730705982218155e-05
param_2458,0.00022019181852108715,0.00014046922668049688
param_2003,0.0002199934465096476,0.00012177619604452719
param_2364,0.00021975699625718104,0.0004975948656425008
param_176,0.00021947650837543796,0.00021073361133355526
param_607,0.00021766513356764606,0.0008441706848621519
param_1535,0.00021699829205632515,0.0002447653664994479
param_1505,0.00021672835438428794,0.0001567833302555982
param_470,0.00021572969473770964,0.0001604640296236111
param_1153,0.00021555905707582035,0.00042955720117910165
param_552,0.0002150284506654332,0.0001906990606174195
param_721,0.00021469360657420112,0.0001530873725776827
param_74,0.00021443784048182923,0.00019942154941568946
param_1811,0.00021008926217720437,0.0002062146054581437
param_2198,0.0002097513614448987,0.0005772878956351723
param_410,0.00020968014541258295,0.00021311767303571256
param_2350,0.0002091816167432814,0.0003112210561925886
param_733,0.0002091199874678429,0.0006188565222524304
param_2181,0.0002089638850714337,9.383392750788379e-05
param_1844,0.00020882696038160287,0.00030765059592752653
param_2063,0.0002082594490727452,0.00044021810660458126
param_729,0.00020687236797090058,0.00028453420012327204
param_1765,0.00020616513682107928,0.00011717565992843254
param_522,0.000205578036502585,0.00040212912856062735
param_1637,0.00020557518612396297,0.00037366299232190013
param_1294,0.00020499420227464426,0.00013780252140982378
param_2243,0.00020488667230287306,0.0005207415703815743
param_412,0.00020455993571739662,0.00021188899245373562
param_754,0.00020449671500233357,0.00017224943765183513
param_1824,0.000200929004090189,0.0005963266027098914
param_2101,0.00020063817916979865,0.00027994353765105654
param_2486,0.0002004145863335749,0.00021739759251980886
param_373,0.00020029487296671089,0.000522225061000255
param_2490,0.0001997526420965956,0.00015066834663542332
param_2015,0.00019505611284789114,0.0005759335807880707
param_1479,0.0001939418107552715,0.00010316780851946207
param_2125,0.0001933308209547846,0.0005570118124049438
param_1603,0.0001925559619051054,9.695626206608143e-05
param_1860,0.0001909772573651214,0.0004112550500769588
param_1600,0.00018737005492546198,0.0003008030383935062
param_406,0.00018687342305161446,0.00015630753524915558
param_1444,0.0001868088520187605,0.00019346451038327854
param_2210,0.00018581965764477015,0.00021421957767419432
param_1581,0.00018550298325190618,0.00020737465577296734
param_1114,0.00018547559643586898,0.0007991244396827383
param_1691,0.00018542421617755432,6.977339613578105e-05
param_271,0.00018392838543568324,0.0006383785809159747
param_459,0.0001834353533919364,0.0001906784869711919
param_172,0.0001823750232196275,0.0002397829066564233
param_877,0.00018224171892220476,0.00023432555697470593
param_2187,0.00018220409826288363,0.0005299582380627375
param_385,0.0001817338791161971,6.879594173123911e-05
param_1247,0.00018009881955221018,0.00017075073534348866
param_131,0.0001793738793241184,0.000484520674665393
param_1789,0.0001786719945314985,6.293936329991218e-05
param_1328,0.0001770647511822876,6.261328854754643e-05
param_612,0.0001768284477962734,6.346302065209975e-05
param_1144,0.00017664041489477976,0.0001724631261845059
param_1668,0.0001762151736072859,0.00018805451060256625
param_1186,0.0001759569452350007,0.000436963325086781
param_1967,0.00017540060529794844,0.00010073553592878642
param_819,0.00017417408514732723,0.0003162266408442472
param_993,0.00017366228120072603,0.00013696503567270734
param_2488,0.00017321817838820142,0.00048632503430114587
param_1962,0.0001728457920753046,0.0001642647773873203
param_2409,0.0001728398026125344,0.000266959081904961
param_516,0.0001726579010869589,9.274141273187461e-05
param_2108,0.00017264429839971562,0.0004187476644441179
param_1726,0.0001710899066112992,0.00011338537503967576
param_1732,0.00017043112159502715,0.00011310849485013347
param_1160,0.00017028338662443686,0.00013850506286302886
param_269,0.00016817567042211047,0.00016070966412555998
param_2439,0.00016760617790860798,0.00016679995995524526
param_2464,0.00016711146684587064,0.0001794340266687758
param_2470,0.000167004211170374,0.00013132263875784858
param_2457,0.0001668999839391727,0.00046251279880404114
param_1851,0.00016632223059258598,0.0007544287042301069
param_273,0.0001661441431940025,8.439345932293951e-05
param_787,0.00016558402706770003,0.00019850227886273106
param_570,0.00016555547777663548,0.00016653598496416705
param_1577,0.00016502027588944924,0.00015767121966426146
param_2111,0.00016420180004332873,0.00013049569677081303
param_2494,0.00016409329467157452,0.00026462271158338515
param_681,0.00016358808701282256,0.0002138449809419409
param_2016,0.00016315419112957751,0.00024199836541899538
param_1268,0.00016270359234398234,0.0002147411450827567
param_1254,0.00016229400596801113,0.00030327518354719853
param_649,0.00016183490412173817,0.00011629662294239146
param_28,0.0001618095255945029,0.0002721520292752106
param_1404,0.00016133861131131244,0.0006131046569735081
param_1892,0.00016076326825082977,0.00015262926690209582
param_1634,0.00016073141037136195,0.00012217176072296533
param_1470,0.00015994468816231676,0.00013059429102221895
param_2148,0.000158939873677566,0.0003109126624629279
param_1275,0.000158611681030707,8.303621445127974e-05
param_59,0.0001579382396920348,0.000553565657646759
param_1647,0.00015791974135923593,0.00015913136571172657
param_451,0.00015774188514410258,0.00014424181819989196
param_559,0.00015759547600553426,0.0004484095173392182
param_1166,0.00015759309192504568,0.00016515966932234902
param_77,0.00015685384215415876,0.00019391351295675125
param_686,0.0001567960838106952,0.0003414698304384897
param_1436,0.0001563472563345325,0.0008262621695336586
param_2041,0.0001558533630182879,0.0001722720788090326
param_1245,0.00015453074548406055,0.00023741438084732332
